,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL,ed_bool
5056,265958,YuGiOh,Dark Beginning 2,Horn of Heaven,,DB2-EN076,Rare,Near Mint Unlimited,0.69,,1.28,0.29,2,0,0.74,,False
5065,416590,YuGiOh,Dark Beginning 2,Miracle Dig,,DB2-EN032,Common,Near Mint Unlimited,0.44,,1.39,0.4,1,0,0.49,,False
5071,265820,YuGiOh,Dark Beginning 2,Possessed Dark Soul,,DB2-EN127,Common,Near Mint Unlimited,0.29,,1.09,0.1,3,0,0.49,,False
5073,265976,YuGiOh,Dark Beginning 2,Reckless Greed,,DB2-EN247,Common,Near Mint Unlimited,0.7,,1.42,0.43,5,0,0.74,,False
5075,265934,YuGiOh,Dark Beginning 2,Royal Command,,DB2-EN014,Rare,Near Mint Unlimited,0.49,,1.23,0.24,10,0,0.74,,False
5080,265877,YuGiOh,Dark Beginning 2,Share the Pain,,DB2-EN083,Common,Near Mint Unlimited,0.32,,1.28,0.29,1,0,0.49,,False
5082,265860,YuGiOh,Dark Beginning 2,"Spirit Message ""A""",,DB2-EN024,Common,Near Mint Unlimited,0.53,,1.43,0.44,2,0,0.99,,False
5083,265858,YuGiOh,Dark Beginning 2,"Spirit Message ""I""",,DB2-EN022,Common,Near Mint Unlimited,0.49,,1.37,0.38,1,0,0.99,,False
5085,265859,YuGiOh,Dark Beginning 2,"Spirit Message ""N""",,DB2-EN023,Common,Near Mint Unlimited,0.59,,1.48,0.49,7,0,0.99,,False
5088,265895,YuGiOh,Dark Beginning 2,The Secret of the Bandit,,DB2-EN194,Common,Near Mint Unlimited,0.19,,1.09,0.1,1,0,0.49,,False
5097,265926,YuGiOh,Dark Beginning 2,Toon Masked Sorcerer,,DB2-EN120,Common,Near Mint Unlimited,0.9,,1.68,0.69,3,0,0.99,,False
5109,264465,YuGiOh,Dark Crisis,Contract with the Abyss,,DCR-086,Rare,Near Mint Unlimited,0.45,,1.14,0.15,1,0,0.99,,False
5113,264405,YuGiOh,Dark Crisis,Dark Scorpion - Chick the Yellow,,DCR-026,Common,Near Mint Unlimited,0.12,,1.06,0.07,5,0,0.49,,False
5114,264439,YuGiOh,Dark Crisis,Dark Scorpion - Gorg the Strong,,DCR-060,Common,Near Mint Unlimited,0.11,,1.04,0.05,3,0,0.49,,False
5115,264440,YuGiOh,Dark Crisis,Dark Scorpion - Meanae the Thorn,,DCR-061,Common,Near Mint Unlimited,0.2,,1.04,0.05,4,0,0.49,,False
5120,264463,YuGiOh,Dark Crisis,Dragged Down into the Grave,,DCR-084,Common,Near Mint Unlimited,0.4,,1.15,0.16,1,0,0.49,,False
5128,264389,YuGiOh,Dark Crisis,Guardian Tryce,,DCR-010,Rare,Near Mint Unlimited,0.26,,1.14,0.15,1,0,0.49,,False
5129,264450,YuGiOh,Dark Crisis,Infernalqueen Archfiend,,DCR-071,Rare,Near Mint Unlimited,0.29,,1.09,0.1,3,0,0.49,,False
5132,264460,YuGiOh,Dark Crisis,Legendary Flame Lord,,DCR-081,Rare,Near Mint Unlimited,0.25,,1.09,0.1,3,0,0.49,,False
5136,264422,YuGiOh,Dark Crisis,Non-Spellcasting Area,,DCR-043,Common,Near Mint Unlimited,0.39,,1.09,0.1,1,0,0.49,,False
5137,264435,YuGiOh,Dark Crisis,Ojama Green,,DCR-056,Common,Near Mint Unlimited,0.51,,1.24,0.25,2,0,0.74,,False
5140,264441,YuGiOh,Dark Crisis,Outstanding Dog Marron,,DCR-062,Common,Near Mint Unlimited,0.32,,1.16,0.17,8,0,0.49,,False
5153,7022088,YuGiOh,Dark Crisis (25th Anniversary Edition),Blast Held by a Tribute,,DCR-EN104,Ultra Rare,Near Mint Unlimited,2.6,,3.25,2.26,1,0,2.99,,False
5166,379309,YuGiOh,Dark Legends,Elegant Egotist,,DLG1-EN030,Common,Near Mint Unlimited,0.34,,1.19,0.2,8,0,0.49,,False
5170,379137,YuGiOh,Dark Legends,Gaia the Fierce Knight,,DLG1-EN005,Common,Near Mint Unlimited,0.53,,1.49,0.5,1,0,0.99,,False
5184,379245,YuGiOh,Dark Legends,Mystical Space Typhoon,,DLG1-EN058,Common,Near Mint Unlimited,0.7,,1.45,0.46,2,0,0.99,,False
5196,379139,YuGiOh,Dark Legends,Seven Tools of the Bandit,,DLG1-EN048,Common,Near Mint Unlimited,0.63,,1.22,0.23,2,0,0.49,,False
5207,379159,YuGiOh,Dark Legends,Trap Hole,,DLG1-EN008,Common,Near Mint Unlimited,,,1.21,0.22,1,0,0.49,,False
5210,4044971,YuGiOh,Dark Neostorm,Amphibious Swarmship Amblowhale (DANE-ENSP1),,DANE-ENSP1,Ultra Rare,Near Mint Limited,0.3,,1.07,0.08,14,0,0.49,,False
5216,4089633,YuGiOh,Dark Neostorm,Cyberse Reminder,,DANE-EN040,Common,Near Mint Unlimited,0.16,,1.04,0.05,1,0,0.49,,False
5223,4089688,YuGiOh,Dark Neostorm,Dinowrestler Chimera T Wrextle,,DANE-EN030,Common,Near Mint Unlimited,0.11,0.09,1.04,0.05,1,0,0.49,,True
5224,4010655,YuGiOh,Dark Neostorm,Dinowrestler Chimera T Wrextle,,DANE-EN030,Common,Near Mint 1st Edition,0.12,0.08,1.05,0.06,1,0,0.49,,False
5227,C-382777,YuGiOh,Dark Neostorm,Dirge of the Lost Dragon,FRENCH Dirge of the Lost Dragon,DANE-EN063,Super Rare,Near Mint 1st Edition,,,,,1,0,0.99,https://static.tcgplayer.com/256BC93C-4037-476D-8A07-928643FEA1DF,False
5229,4010685,YuGiOh,Dark Neostorm,Firewall eXceed Dragon,,DANE-EN036,Ultra Rare,Near Mint 1st Edition,0.43,0.48,1.16,0.17,15,0,0.74,,False
5231,4010775,YuGiOh,Dark Neostorm,Fusion Destiny,,DANE-EN054,Super Rare,Near Mint 1st Edition,2.05,3.89,2.46,1.47,1,0,2.99,,False
5241,4089808,YuGiOh,Dark Neostorm,Madolche Teacher Glassouffle,,DANE-EN039,Rare,Near Mint Unlimited,0.49,0.5,1.24,0.25,1,0,0.74,,True
5242,4010700,YuGiOh,Dark Neostorm,Madolche Teacher Glassouffle,,DANE-EN039,Rare,Near Mint 1st Edition,0.54,0.54,1.29,0.3,1,0,0.99,,False
5244,4089823,YuGiOh,Dark Neostorm,Mekk-Knight Crusadia Avramax,,DANE-EN047,Secret Rare,Near Mint Unlimited,15.29,12.97,8.9,8.9,1,0,13.99,,False
5247,4089828,YuGiOh,Dark Neostorm,Memories of Hope,,DANE-EN099,Super Rare,Near Mint Unlimited,0.44,0.47,1.2,0.21,33,0,0.49,,True
5248,4011000,YuGiOh,Dark Neostorm,Memories of Hope,,DANE-EN099,Super Rare,Near Mint 1st Edition,0.4,0.48,1.16,0.17,1,0,0.49,,False
5250,4010975,YuGiOh,Dark Neostorm,Mermail Abyssalacia,,DANE-EN094,Ultra Rare,Near Mint 1st Edition,0.52,0.48,1.2,0.21,3,0,0.99,,False
5255,4089863,YuGiOh,Dark Neostorm,Number 5: Doom Chimera Dragon,,DANE-EN092,Super Rare,Near Mint Unlimited,0.37,,1.19,0.2,17,0,0.49,,True
5256,4010965,YuGiOh,Dark Neostorm,Number 5: Doom Chimera Dragon,,DANE-EN092,Super Rare,Near Mint 1st Edition,0.4,,1.18,0.19,74,0,0.49,,False
5258,4010970,YuGiOh,Dark Neostorm,Number XX: Utopic Dark Infinity,,DANE-EN093,Ultra Rare,Near Mint 1st Edition,0.42,,1.22,0.23,1,0,0.49,,False
5267,4060050,YuGiOh,Dark Neostorm,Shooting Riser Dragon,,DANE-ENSE3,Super Rare,Near Mint Limited,0.87,1.27,1.57,0.58,1,0,0.99,,False
5269,4010690,YuGiOh,Dark Neostorm,Super Quantal Mech Beast Lusterrex,,DANE-EN037,Super Rare,Near Mint 1st Edition,0.27,0.22,1.09,0.1,1,0,0.49,,False
5273,4089998,YuGiOh,Dark Neostorm,Valkyrie's Embrace,,DANE-EN089,Ultra Rare,Near Mint Unlimited,0.68,0.99,1.44,0.45,3,0,0.74,,False
5275,4090008,YuGiOh,Dark Neostorm,World Chalice Guardragon Almarduke,,DANE-EN032,Rare,Near Mint Unlimited,0.32,0.32,1.18,0.19,2,0,0.49,,True
5276,4010665,YuGiOh,Dark Neostorm,World Chalice Guardragon Almarduke,,DANE-EN032,Rare,Near Mint 1st Edition,0.37,0.33,1.18,0.19,3,0,0.49,,False
5284,265435,YuGiOh,Dark Revelation Volume 1,Autonomous Action Unit,,DR1-EN087,Common,Near Mint Unlimited,0.49,,1.29,0.3,3,0,0.49,,False
5292,265383,YuGiOh,Dark Revelation Volume 1,Dark Snake Syndrome,,DR1-EN035,Common,Near Mint Unlimited,,,1.19,0.2,1,0,0.49,,False
5294,265394,YuGiOh,Dark Revelation Volume 1,Disturbance Strategy,,DR1-EN046,Common,Near Mint Unlimited,0.24,,1.19,0.2,2,0,0.49,,False
5295,265594,YuGiOh,Dark Revelation Volume 1,Dragged Down into the Grave,,DR1-EN246,Common,Near Mint Unlimited,,,1.42,0.43,1,0,0.99,,False
5296,265493,YuGiOh,Dark Revelation Volume 1,Emblem of Dragon Destroyer,,DR1-EN145,Common,Near Mint Unlimited,1.18,,1.49,0.5,1,0,1.24,,False
5299,265363,YuGiOh,Dark Revelation Volume 1,Gravekeeper's Assailant,,DR1-EN015,Common,Near Mint Unlimited,0.21,,1.14,0.15,5,0,0.49,,False
5304,265350,YuGiOh,Dark Revelation Volume 1,Kabazauls,,DR1-EN002,Common,Near Mint Unlimited,0.28,,1.14,0.15,2,0,0.49,,False
5315,265566,YuGiOh,Dark Revelation Volume 1,Ojama Green,,DR1-EN218,Common,Near Mint Unlimited,1.04,,1.69,0.7,1,0,0.99,,False
5319,265436,YuGiOh,Dark Revelation Volume 1,Poison of the Old Man,,DR1-EN088,Common,Near Mint Unlimited,0.87,,1.43,0.44,1,0,0.99,,False
5320,265392,YuGiOh,Dark Revelation Volume 1,Raigeki Break,,DR1-EN044,Common,Near Mint Unlimited,1.78,,2.89,1.9,1,0,2.49,,False
5326,265402,YuGiOh,Dark Revelation Volume 1,Rope of Life,,DR1-EN054,Rare,Near Mint Unlimited,0.43,,1.19,0.2,1,0,0.49,,False
5328,265387,YuGiOh,Dark Revelation Volume 1,Royal Tribute,,DR1-EN039,Common,Near Mint Unlimited,2.95,,3.84,2.85,1,0,2.99,,False
5334,265384,YuGiOh,Dark Revelation Volume 1,Terraforming,,DR1-EN036,Common,Near Mint Unlimited,0.72,,1.47,0.48,5,0,0.74,,False
5339,266347,YuGiOh,Dark Revelation Volume 2,Beckoning Light,,DR2-EN165,Common,Near Mint Unlimited,0.25,,1.23,0.24,3,0,0.49,,False
5342,266286,YuGiOh,Dark Revelation Volume 2,Compulsory Evacuation Device,,DR2-EN104,Rare,Near Mint Unlimited,2.62,,2.48,1.49,1,0,3.99,,False
5343,266289,YuGiOh,Dark Revelation Volume 2,Curse of Darkness,,DR2-EN107,Rare,Near Mint Unlimited,1.3,,1.8,0.81,1,0,2.99,,False
5347,266213,YuGiOh,Dark Revelation Volume 2,Fuhma Shuriken,,DR2-EN031,Common,Near Mint Unlimited,0.82,,1.48,0.49,1,0,0.99,,False
5349,266325,YuGiOh,Dark Revelation Volume 2,Goblin King,,DR2-EN143,Common,Near Mint Unlimited,,,1.21,0.22,1,0,0.49,,False
5356,266333,YuGiOh,Dark Revelation Volume 2,Monster Gate,,DR2-EN151,Common,Near Mint Unlimited,,,1.97,0.98,1,0,1.49,,False
5359,266346,YuGiOh,Dark Revelation Volume 2,Ninjitsu Art of Transformation,,DR2-EN164,Common,Near Mint Unlimited,0.28,,1.14,0.15,2,0,0.49,,False
5360,266216,YuGiOh,Dark Revelation Volume 2,Ojama Delta Hurricane!!,,DR2-EN034,Common,Near Mint Unlimited,,,1.49,0.5,2,0,1.49,,False
5367,266204,YuGiOh,Dark Revelation Volume 2,Silpheed,,DR2-EN022,Common,Near Mint Unlimited,0.49,,1.43,0.44,1,0,0.49,,False
5370,266379,YuGiOh,Dark Revelation Volume 2,Special Hurricane,,DR2-EN197,Rare,Near Mint Unlimited,2.22,,3.2,2.21,1,0,2.49,,False
5373,266302,YuGiOh,Dark Revelation Volume 2,The Agent of Creation - Venus,,DR2-EN120,Common,Near Mint Unlimited,0.46,,1.39,0.4,1,0,0.99,,False
5376,267513,YuGiOh,Dark Revelation Volume 3,A Feather of the Phoenix,,DR3-EN157,Super Rare,Near Mint Unlimited,,,13.74,12.75,1,0,13.74,,False
5378,267393,YuGiOh,Dark Revelation Volume 3,Dark Factory of Mass Production,,DR3-EN037,Common,Near Mint Unlimited,0.89,,1.77,0.78,1,0,1.49,,False
5384,267572,YuGiOh,Dark Revelation Volume 3,Elemental Hero Thunder Giant,,DR3-EN216,Ultra Rare,Near Mint Unlimited,39.97,,37.96,37.96,1,0,37.99,,False
5388,267410,YuGiOh,Dark Revelation Volume 3,Heavy Slump,,DR3-EN054,Common,Near Mint Unlimited,0.28,,1.19,0.2,2,0,0.49,,False
5389,267362,YuGiOh,Dark Revelation Volume 3,Horus the Black Flame Dragon LV4,,DR3-EN006,Rare,Near Mint Unlimited,4.98,,6.0,5.01,1,0,6.99,,False
5398,267583,YuGiOh,Dark Revelation Volume 3,Shifting Shadows,,DR3-EN227,Common,Near Mint Unlimited,0.26,,1.22,0.23,1,0,0.49,,False
5400,267528,YuGiOh,Dark Revelation Volume 3,Threatening Roar,,DR3-EN172,Common,Near Mint Unlimited,0.87,,1.66,0.67,1,0,0.99,,False
5402,1175580,YuGiOh,Dark Revelation Volume 4,Chthonian Polymer,,DR04-EN117,Common,Near Mint Unlimited,0.63,,1.24,0.25,1,0,0.49,,False
5403,1176145,YuGiOh,Dark Revelation Volume 4,Clock Tower Prison,,DR04-EN228,Rare,Near Mint Unlimited,,,4.0,3.01,1,0,5.0,,False
5410,1175590,YuGiOh,Dark Revelation Volume 4,Non-Fusion Area,,DR04-EN119,Common,Near Mint Unlimited,1.83,,4.24,3.25,1,0,5.0,,False
5412,1175800,YuGiOh,Dark Revelation Volume 4,Phantasmal Martyrs,,DR04-EN161,Rare,Near Mint Unlimited,,,1.47,0.48,1,0,1.99,,False
5413,1175730,YuGiOh,Dark Revelation Volume 4,Princess Pikeru,,DR04-EN147,Rare,Near Mint Unlimited,,,10.99,10.0,1,0,59.99,,False
5417,3747173,YuGiOh,Dark Saviors,Allure of Darkness,,DASA-EN054,Super Rare,Near Mint 1st Edition,2.15,,2.82,1.83,1,0,2.99,,False
5418,3806099,YuGiOh,Dark Saviors,Armageddon Knight,,DASA-EN040,Super Rare,Near Mint Unlimited,0.4,0.55,1.11,0.12,36,0,0.49,,True
5419,3747103,YuGiOh,Dark Saviors,Armageddon Knight,,DASA-EN040,Super Rare,Near Mint 1st Edition,0.43,0.57,1.14,0.15,85,0,0.49,,False
5424,3746938,YuGiOh,Dark Saviors,Dhampir Vampire Sheridan,,DASA-EN007,Secret Rare,Near Mint 1st Edition,1.37,1.99,1.79,0.8,1,0,2.49,,False
5425,3806124,YuGiOh,Dark Saviors,Drowning Mirror Force,,DASA-EN045,Super Rare,Near Mint Unlimited,0.55,0.52,1.24,0.25,1,0,0.49,,False
5428,3747023,YuGiOh,Dark Saviors,"Fandora, the Flying Furtress",,DASA-EN024,Super Rare,Near Mint 1st Edition,0.2,0.19,1.09,0.1,5,0,0.49,,False
5432,3806174,YuGiOh,Dark Saviors,Magical Citadel of Endymion,,DASA-EN055,Secret Rare,Near Mint Unlimited,0.39,,1.14,0.15,3,0,0.49,,True
5433,3747178,YuGiOh,Dark Saviors,Magical Citadel of Endymion,,DASA-EN055,Secret Rare,Near Mint 1st Edition,0.48,0.47,1.26,0.27,12,0,0.49,,False
5447,3806159,YuGiOh,Dark Saviors,Scapegoat,,DASA-EN052,Super Rare,Near Mint Unlimited,0.37,,1.08,0.09,1,0,0.99,,True
5448,3747163,YuGiOh,Dark Saviors,Scapegoat,,DASA-EN052,Super Rare,Near Mint 1st Edition,0.47,,1.14,0.15,1,0,1.24,,False
5455,3747043,YuGiOh,Dark Saviors,Sky Striker Ace - Shizuku,,DASA-EN028,Super Rare,Near Mint 1st Edition,1.09,4.99,1.67,0.68,3,0,3.24,,False
5465,3747068,YuGiOh,Dark Saviors,Sky Striker Mecha - Hornet Drones,,DASA-EN033,Super Rare,Near Mint 1st Edition,0.99,,1.94,0.95,1,0,2.24,,False
5473,3747088,YuGiOh,Dark Saviors,Sky Striker Mecharmory - Hercules Base,,DASA-EN037,Super Rare,Near Mint 1st Edition,0.33,0.37,1.18,0.19,1,0,0.49,,False
5476,3747123,YuGiOh,Dark Saviors,The Monarchs Stormforth,,DASA-EN044,Super Rare,Near Mint 1st Edition,0.47,0.49,1.24,0.25,1,0,0.74,,False
5486,3806144,YuGiOh,Dark Saviors,Vampire Sorcerer,,DASA-EN049,Super Rare,Near Mint Unlimited,0.35,,1.14,0.15,2,0,0.49,,True
5487,3747148,YuGiOh,Dark Saviors,Vampire Sorcerer,,DASA-EN049,Super Rare,Near Mint 1st Edition,0.46,0.46,1.19,0.2,2,0,0.49,,False
5489,3747153,YuGiOh,Dark Saviors,Vampire Vamp,,DASA-EN050,Super Rare,Near Mint 1st Edition,0.56,,1.39,0.4,22,0,0.74,,False
5496,6658339,YuGiOh,Darkwing Blast,Amazoness Augusta,,DABL-EN097,Common,Near Mint 1st Edition,0.09,0.09,1.0,0.01,28,0,0.49,,False
5497,6658319,YuGiOh,Darkwing Blast,Amazoness Golden Whip Master,,DABL-EN093,Common,Near Mint 1st Edition,0.09,0.08,1.0,0.01,27,0,0.49,,False
5498,6658344,YuGiOh,Darkwing Blast,Amazoness Pet Liger King,,DABL-EN098,Common,Near Mint 1st Edition,0.09,0.08,1.0,0.01,30,0,0.49,,False
5499,6658349,YuGiOh,Darkwing Blast,Amazoness Secret Arts,,DABL-EN099,Common,Near Mint 1st Edition,0.1,0.09,1.0,0.01,27,0,0.49,,False
5500,6658329,YuGiOh,Darkwing Blast,Amazoness Silver Sword Master,,DABL-EN094,Common,Near Mint 1st Edition,0.07,0.07,1.0,0.01,27,0,0.49,,False
5501,6658334,YuGiOh,Darkwing Blast,Amazoness Spiritualist,,DABL-EN096,Common,Near Mint 1st Edition,0.1,0.07,1.0,0.01,27,0,0.49,,False
5502,6658324,YuGiOh,Darkwing Blast,Amazoness War Chief,,DABL-EN095,Common,Near Mint 1st Edition,0.12,0.09,1.0,0.01,27,0,0.49,,False
5504,6658104,YuGiOh,Darkwing Blast,Baku the Beast Ninja,,DABL-EN017,Super Rare,Near Mint 1st Edition,0.25,0.24,1.09,0.1,24,0,0.49,,False
5505,6658037,YuGiOh,Darkwing Blast,Bayerock Dragon,,DABL-EN081,Common,Near Mint 1st Edition,0.1,0.04,1.0,0.01,30,0,0.49,,False
5506,6657807,YuGiOh,Darkwing Blast,Black Feather Whirlwind,,DABL-EN052,Super Rare,Near Mint 1st Edition,0.21,0.17,1.09,0.1,10,0,0.49,,False
5507,6657962,YuGiOh,Darkwing Blast,Black Shadow Squall,,DABL-EN072,Common,Near Mint 1st Edition,0.06,0.04,1.0,0.01,24,0,0.49,,False
5509,6658249,YuGiOh,Darkwing Blast,Blackwing - Boreastorm the Wicked Wind,,DABL-EN043,Super Rare,Near Mint 1st Edition,0.21,0.16,1.09,0.1,31,0,0.49,,False
5510,6657822,YuGiOh,Darkwing Blast,Blackwing - Chinook the Snow Blast,,DABL-EN003,Super Rare,Near Mint 1st Edition,0.25,0.21,1.09,0.1,7,0,0.49,,False
5511,6657812,YuGiOh,Darkwing Blast,Blackwing - Shamal the Sandstorm,,DABL-EN002,Super Rare,Near Mint 1st Edition,0.32,0.31,1.09,0.1,12,0,0.49,,False
5513,6657957,YuGiOh,Darkwing Blast,Blackwing - Twin Shadow,,DABL-EN071,Common,Near Mint 1st Edition,0.11,0.08,1.0,0.01,17,0,0.49,,False
5515,6657852,YuGiOh,Darkwing Blast,Blackwing - Zonda the Dusk,,DABL-EN005,Common,Near Mint 1st Edition,0.06,0.04,1.0,0.01,20,0,0.49,,False
5522,6658164,YuGiOh,Darkwing Blast,Celestial Apparatus Tesea,,DABL-EN028,Common,Near Mint 1st Edition,0.04,0.03,1.0,0.01,30,0,0.49,,False
5523,6658209,YuGiOh,Darkwing Blast,Cucumber Horse,,DABL-EN036,Common,Near Mint 1st Edition,0.04,0.04,1.0,0.01,29,0,0.49,,False
5524,6657927,YuGiOh,Darkwing Blast,Curse of Aramatir,,DABL-EN067,Common,Near Mint 1st Edition,0.04,0.04,1.0,0.01,27,0,0.49,,False
5525,6657827,YuGiOh,Darkwing Blast,Decisive Battle of Golgonda,,DABL-EN054,Common,Near Mint 1st Edition,0.06,0.04,1.0,0.01,26,0,0.49,,False
5527,6658144,YuGiOh,Darkwing Blast,"Dinomight Powerload, the Dracoslayer",,DABL-EN024,Super Rare,Near Mint 1st Edition,0.25,0.27,1.09,0.1,12,0,0.49,,False
5529,6657917,YuGiOh,Darkwing Blast,Dragonic Pendulum,,DABL-EN065,Common,Near Mint 1st Edition,0.05,0.04,1.0,0.01,30,0,0.49,,False
5530,6658239,YuGiOh,Darkwing Blast,Freki the Runick Fangs,,DABL-EN041,Common,Near Mint 1st Edition,0.11,0.08,1.0,0.01,22,0,0.49,,False
5531,6658304,YuGiOh,Darkwing Blast,Ghoti Cosmos,,DABL-EN090,Common,Near Mint 1st Edition,0.07,0.04,1.0,0.01,24,0,0.49,,False
5532,6658309,YuGiOh,Darkwing Blast,Ghoti Fury,,DABL-EN091,Super Rare,Near Mint 1st Edition,0.19,0.19,1.04,0.05,22,0,0.49,,False
5534,6658189,YuGiOh,Darkwing Blast,Han-Shi Kyudo Spirit,,DABL-EN032,Common,Near Mint 1st Edition,0.05,0.04,1.0,0.01,30,0,0.49,,False
5536,6658184,YuGiOh,Darkwing Blast,Infernalqueen Salmon,,DABL-EN031,Common,Near Mint 1st Edition,0.07,0.04,1.0,0.01,23,0,0.49,,False
5537,6658284,YuGiOh,Darkwing Blast,"Ixeep, Omen of the Ghoti",,DABL-EN086,Common,Near Mint 1st Edition,0.1,0.05,1.03,0.04,19,0,0.49,,False
5538,6658114,YuGiOh,Darkwing Blast,Kagero the Cannon Ninja,,DABL-EN018,Common,Near Mint 1st Edition,0.12,0.1,1.01,0.02,28,0,0.49,,False
5541,6658094,YuGiOh,Darkwing Blast,Kashtira Ogre,,DABL-EN014,Common,Near Mint 1st Edition,0.15,0.1,1.01,0.02,14,0,0.49,,False
5542,6658002,YuGiOh,Darkwing Blast,Kashtira Preparations,,DABL-EN076,Common,Near Mint 1st Edition,0.12,0.06,1.0,0.01,16,0,0.49,,False
5546,6658194,YuGiOh,Darkwing Blast,Laughing Puffin,,DABL-EN033,Common,Near Mint 1st Edition,0.06,0.03,1.0,0.01,27,0,0.49,,False
5549,6658264,YuGiOh,Darkwing Blast,Mereologic Aggregator,,DABL-EN046,Super Rare,Near Mint 1st Edition,0.36,0.42,1.18,0.19,21,0,0.49,,False
5553,6657907,YuGiOh,Darkwing Blast,Naturia Blessing,,DABL-EN064,Common,Near Mint 1st Edition,0.14,0.13,1.01,0.02,15,0,0.49,,False
5554,6658129,YuGiOh,Darkwing Blast,Naturia Camellia,,DABL-EN021,Common,Near Mint 1st Edition,0.14,0.1,1.0,0.01,13,0,0.49,,False
5555,6658124,YuGiOh,Darkwing Blast,Naturia Mole Cricket,,DABL-EN020,Common,Near Mint 1st Edition,0.14,0.11,1.02,0.03,12,0,0.49,,False
5557,6658012,YuGiOh,Darkwing Blast,Ninjitsu Art of Dancing Leaves,,DABL-EN077,Common,Near Mint 1st Edition,0.14,0.11,1.0,0.01,20,0,0.49,,False
5558,6657892,YuGiOh,Darkwing Blast,Ninjitsu Art Tool - Iron Digger,,DABL-EN062,Common,Near Mint 1st Edition,0.09,0.07,1.02,0.03,28,0,0.49,,False
5559,6657952,YuGiOh,Darkwing Blast,Original Bamboo Sword,,DABL-EN070,Common,Near Mint 1st Edition,0.07,0.04,1.0,0.01,27,0,0.49,,False
5560,6658119,YuGiOh,Darkwing Blast,Prediction Princess Bibliomuse,,DABL-EN019,Common,Near Mint 1st Edition,0.07,0.04,1.0,0.01,30,0,0.49,,False
5561,6658219,YuGiOh,Darkwing Blast,Prediction Princess Tarotreith,,DABL-EN038,Super Rare,Near Mint 1st Edition,0.13,0.09,1.01,0.02,29,0,0.49,,False
5562,6658204,YuGiOh,Darkwing Blast,Psychic Rover,,DABL-EN035,Common,Near Mint 1st Edition,0.05,0.04,1.0,0.01,30,0,0.49,,False
5563,6658159,YuGiOh,Darkwing Blast,"Rex, Freight Fur Hire",,DABL-EN027,Super Rare,Near Mint 1st Edition,0.4,0.35,1.09,0.1,1,0,0.49,,False
5564,6657862,YuGiOh,Darkwing Blast,Scareclaw Decline,,DABL-EN059,Common,Near Mint 1st Edition,0.08,0.04,1.0,0.01,30,0,0.49,,False
5565,6657992,YuGiOh,Darkwing Blast,Scareclaw Twinsaw,,DABL-EN075,Common,Near Mint 1st Edition,0.09,0.03,1.0,0.01,29,0,0.49,,False
5566,6658254,YuGiOh,Darkwing Blast,Shamisen Samsara Sorrowcat,,DABL-EN044,Super Rare,Near Mint 1st Edition,0.24,0.18,1.06,0.07,33,0,0.49,,False
5567,6658214,YuGiOh,Darkwing Blast,Silent Wolf Calupo,,DABL-EN037,Common,Near Mint 1st Edition,0.05,0.03,1.0,0.01,30,0,0.49,,False
5568,6658017,YuGiOh,Darkwing Blast,Simul Archfiends,,DABL-EN078,Super Rare,Near Mint 1st Edition,0.11,0.15,1.0,0.01,20,0,0.49,,False
5569,6658294,YuGiOh,Darkwing Blast,"Snopios, Shade of the Ghoti",,DABL-EN087,Super Rare,Near Mint 1st Edition,0.26,0.25,1.09,0.1,9,0,0.49,,False
5570,6658169,YuGiOh,Darkwing Blast,Soul Scissors,,DABL-EN029,Common,Near Mint 1st Edition,0.06,0.04,1.0,0.01,28,0,0.49,,False
5572,6657982,YuGiOh,Darkwing Blast,Spright Double Cross,,DABL-EN074,Super Rare,Near Mint 1st Edition,0.23,0.25,1.09,0.1,14,0,0.49,,False
5573,6658274,YuGiOh,Darkwing Blast,Spright Sprind,,DABL-EN048,Secret Rare,Near Mint 1st Edition,10.66,14.69,9.64,9.64,1,0,15.49,,False
5574,6658022,YuGiOh,Darkwing Blast,Stars Align across the Milky Way,,DABL-EN079,Common,Near Mint 1st Edition,0.05,0.04,1.0,0.01,30,0,0.49,,False
5575,6657837,YuGiOh,Darkwing Blast,Tearlaments Grief,,DABL-EN056,Common,Near Mint 1st Edition,0.1,0.06,1.0,0.01,24,0,0.49,,False
5576,6657847,YuGiOh,Darkwing Blast,Tearlaments Heartbeat,,DABL-EN057,Common,Near Mint 1st Edition,0.1,0.05,1.0,0.01,19,0,0.49,,False
5578,6657857,YuGiOh,Darkwing Blast,Tearlaments Scream,,DABL-EN058,Common,Near Mint 1st Edition,0.16,0.13,1.08,0.09,7,0,0.49,,False
5579,6657942,YuGiOh,Darkwing Blast,Terrors in the Hidden City,,DABL-EN069,Super Rare,Near Mint 1st Edition,0.18,0.17,1.04,0.05,26,0,0.49,,False
5580,6657912,YuGiOh,Darkwing Blast,The Bystial Alba Los,,DABL-EN010,Ultra Rare,Near Mint 1st Edition,0.48,0.5,1.09,0.1,25,0,0.74,,False
5582,6658027,YuGiOh,Darkwing Blast,The Great Noodle Inversion,,DABL-EN080,Common,Near Mint 1st Edition,0.04,0.04,1.0,0.01,30,0,0.49,,False
